"adoption_id","adoption_date","adoption_event_id","adoption_event_status"
1049,"2022-10-25","","Without Adoption Event"
1050,"2021-11-28","","Without Adoption Event"
1051,"2022-10-06",12,"With Adoption Event"
1052,"2021-12-26",8,"With Adoption Event"
1053,"2023-11-26",16,"With Adoption Event"
1054,"2021-07-04","","Without Adoption Event"
1055,"2022-06-24",11,"With Adoption Event"
1056,"2020-12-05","","Without Adoption Event"
1057,"2022-01-19","","Without Adoption Event"
1058,"2023-05-05","","Without Adoption Event"
1059,"2021-08-10","","Without Adoption Event"
1060,"2023-04-27","","Without Adoption Event"
1061,"2021-01-03","","Without Adoption Event"
1062,"2018-08-01","","Without Adoption Event"
1063,"2022-07-09","","Without Adoption Event"
1064,"2021-06-20","","Without Adoption Event"
1065,"2022-06-08","","Without Adoption Event"
1066,"2021-11-01",8,"With Adoption Event"
1067,"2022-03-21","","Without Adoption Event"
1068,"2023-03-29","","Without Adoption Event"
1069,"2022-08-20","","Without Adoption Event"
1070,"2020-11-09","","Without Adoption Event"
1071,"2022-03-21",10,"With Adoption Event"
1072,"2020-02-29","","Without Adoption Event"
1073,"2023-12-06",16,"With Adoption Event"
1074,"2022-03-20","","Without Adoption Event"
1075,"2023-12-19","","Without Adoption Event"
1076,"2022-04-15","","Without Adoption Event"
1077,"2023-11-20","","Without Adoption Event"
1078,"2022-09-07","","Without Adoption Event"
1079,"2023-05-28","","Without Adoption Event"
1080,"2023-09-24","","Without Adoption Event"
1081,"2023-12-31","","Without Adoption Event"
1082,"2023-04-23","","Without Adoption Event"
1083,"2021-05-11","","Without Adoption Event"
1084,"2021-06-17","","Without Adoption Event"
1085,"2023-07-22","","Without Adoption Event"
1086,"2022-06-26","","Without Adoption Event"
1087,"2022-02-03","","Without Adoption Event"
1088,"2019-10-04","","Without Adoption Event"
1089,"2023-12-29",16,"With Adoption Event"
1090,"2023-02-13","","Without Adoption Event"
1091,"2023-06-20","","Without Adoption Event"
1092,"2023-02-25","","Without Adoption Event"
1093,"2022-12-12",12,"With Adoption Event"
1094,"2022-06-14","","Without Adoption Event"
1095,"2023-04-13","","Without Adoption Event"
1096,"2023-04-18",14,"With Adoption Event"
1097,"2022-12-02","","Without Adoption Event"
1098,"2022-12-23","","Without Adoption Event"
1099,"2020-03-20","","Without Adoption Event"
1100,"2022-10-01","","Without Adoption Event"
1101,"2020-05-01","","Without Adoption Event"
1102,"2019-12-21","","Without Adoption Event"
1103,"2021-09-30",8,"With Adoption Event"
1104,"2023-09-16","","Without Adoption Event"
1105,"2023-07-16","","Without Adoption Event"
1106,"2021-11-10","","Without Adoption Event"
1107,"2023-08-19","","Without Adoption Event"
1108,"2023-05-03",14,"With Adoption Event"
1109,"2023-10-01",16,"With Adoption Event"
1110,"2023-11-26",16,"With Adoption Event"
1111,"2022-05-17","","Without Adoption Event"
1112,"2022-06-20",11,"With Adoption Event"
1113,"2022-11-10","","Without Adoption Event"
1114,"2023-09-20",16,"With Adoption Event"
1115,"2022-07-07",11,"With Adoption Event"
1116,"2023-04-29","","Without Adoption Event"
1117,"2023-07-30","","Without Adoption Event"
1118,"2021-04-10",6,"With Adoption Event"
1119,"2022-03-27",10,"With Adoption Event"
1120,"2023-09-27","","Without Adoption Event"
1121,"2022-12-08",12,"With Adoption Event"
1122,"2023-07-03",15,"With Adoption Event"
1123,"2020-10-23","","Without Adoption Event"
1124,"2021-11-15",8,"With Adoption Event"
1125,"2022-05-24",10,"With Adoption Event"
1126,"2023-05-31","","Without Adoption Event"
1127,"2023-12-05","","Without Adoption Event"
1128,"2022-12-13","","Without Adoption Event"
1129,"2023-04-13","","Without Adoption Event"
1130,"2023-11-30","","Without Adoption Event"
1131,"2023-12-29",16,"With Adoption Event"
1132,"2023-11-07","","Without Adoption Event"
1133,"2023-08-07","","Without Adoption Event"
1134,"2023-04-01","","Without Adoption Event"
1135,"2023-05-08","","Without Adoption Event"
1136,"2023-11-22",16,"With Adoption Event"
1137,"2021-09-24","","Without Adoption Event"
1138,"2021-08-08","","Without Adoption Event"
1139,"2023-08-20","","Without Adoption Event"
1140,"2021-12-22",8,"With Adoption Event"
1141,"2021-07-29","","Without Adoption Event"
1142,"2022-04-20","","Without Adoption Event"
1143,"2022-04-03","","Without Adoption Event"
1144,"2023-01-23",13,"With Adoption Event"
1145,"2021-12-26","","Without Adoption Event"
1146,"2023-11-12",16,"With Adoption Event"
1147,"2023-06-15","","Without Adoption Event"
1148,"2023-12-31",16,"With Adoption Event"
1149,"2023-04-11","","Without Adoption Event"
1150,"2023-10-17",16,"With Adoption Event"
1151,"2023-11-09","","Without Adoption Event"
1152,"2023-12-11",16,"With Adoption Event"
1153,"2023-10-24","","Without Adoption Event"
1154,"2022-02-19",9,"With Adoption Event"
1155,"2021-08-06","","Without Adoption Event"
1156,"2023-12-23",16,"With Adoption Event"
1157,"2021-06-29","","Without Adoption Event"
1158,"2023-04-09","","Without Adoption Event"
1159,"2023-02-17","","Without Adoption Event"
1160,"2022-09-04",11,"With Adoption Event"
1161,"2018-05-20","","Without Adoption Event"
1162,"2023-03-09","","Without Adoption Event"
1163,"2018-03-16","","Without Adoption Event"
1164,"2023-05-29","","Without Adoption Event"
1165,"2019-09-01","","Without Adoption Event"
1166,"2021-12-18","","Without Adoption Event"
1167,"2023-09-23","","Without Adoption Event"
1168,"2018-09-06","","Without Adoption Event"
1169,"2023-04-12",14,"With Adoption Event"
1170,"2022-12-30",12,"With Adoption Event"
1171,"2020-02-19",1,"With Adoption Event"
1172,"2022-07-11","","Without Adoption Event"
1173,"2023-05-28",14,"With Adoption Event"
1174,"2023-01-02","","Without Adoption Event"
1175,"2018-12-02","","Without Adoption Event"
1176,"2021-09-16",8,"With Adoption Event"
1177,"2023-09-05",16,"With Adoption Event"
1178,"2021-02-12","","Without Adoption Event"
1179,"2023-04-29",14,"With Adoption Event"
1180,"2022-06-24","","Without Adoption Event"
1181,"2021-08-22","","Without Adoption Event"
1182,"2023-12-17","","Without Adoption Event"
1183,"2022-02-17",9,"With Adoption Event"
1184,"2019-12-09","","Without Adoption Event"
1185,"2021-07-20","","Without Adoption Event"
1186,"2023-10-13",16,"With Adoption Event"
1187,"2022-06-17","","Without Adoption Event"
1188,"2022-11-11","","Without Adoption Event"
1189,"2019-12-18","","Without Adoption Event"
1190,"2023-11-28",16,"With Adoption Event"
1191,"2020-10-16","","Without Adoption Event"
1192,"2023-11-16","","Without Adoption Event"
1193,"2023-02-06","","Without Adoption Event"
1194,"2023-06-28","","Without Adoption Event"
1195,"2021-12-14",8,"With Adoption Event"
1196,"2023-03-19",14,"With Adoption Event"
1197,"2022-11-27",12,"With Adoption Event"
1198,"2020-06-15","","Without Adoption Event"
1199,"2020-10-07",4,"With Adoption Event"
1200,"2023-08-14","","Without Adoption Event"
1201,"2022-06-23","","Without Adoption Event"
1202,"2022-07-15","","Without Adoption Event"
1203,"2022-08-02","","Without Adoption Event"
1204,"2023-12-31","","Without Adoption Event"
1205,"2023-05-09",14,"With Adoption Event"
1206,"2023-01-01",12,"With Adoption Event"
1207,"2023-11-21",16,"With Adoption Event"
1208,"2023-09-06","","Without Adoption Event"
1209,"2023-10-28",16,"With Adoption Event"
1210,"2021-12-12","","Without Adoption Event"
1211,"2022-02-27","","Without Adoption Event"
1212,"2023-02-12",13,"With Adoption Event"
1213,"2022-07-03","","Without Adoption Event"
1214,"2022-04-11","","Without Adoption Event"
1215,"2023-09-18","","Without Adoption Event"
1216,"2023-08-03","","Without Adoption Event"
1217,"2023-12-10","","Without Adoption Event"
1218,"2023-05-18","","Without Adoption Event"
1219,"2020-12-09","","Without Adoption Event"
1220,"2023-07-18","","Without Adoption Event"
1221,"2022-04-07","","Without Adoption Event"
1222,"2021-03-15",6,"With Adoption Event"
1223,"2023-08-20","","Without Adoption Event"
1224,"2021-12-23","","Without Adoption Event"
1225,"2023-07-26","","Without Adoption Event"
1226,"2023-01-10",13,"With Adoption Event"
1227,"2019-09-16","","Without Adoption Event"
1228,"2023-08-09","","Without Adoption Event"
1229,"2023-10-09",16,"With Adoption Event"
1230,"2023-10-16","","Without Adoption Event"
1231,"2023-11-24","","Without Adoption Event"
1232,"2020-10-16",4,"With Adoption Event"
1233,"2023-09-15","","Without Adoption Event"
1234,"2023-02-27",13,"With Adoption Event"
1235,"2023-12-30","","Without Adoption Event"
1236,"2022-11-25",12,"With Adoption Event"
1237,"2022-05-24",10,"With Adoption Event"
1238,"2018-11-26","","Without Adoption Event"
1239,"2021-08-05","","Without Adoption Event"
1240,"2020-09-04","","Without Adoption Event"
1241,"2023-11-07","","Without Adoption Event"
1242,"2023-12-26","","Without Adoption Event"
1243,"2022-12-22","","Without Adoption Event"
1244,"2022-12-03",12,"With Adoption Event"
1245,"2022-12-24",12,"With Adoption Event"
1246,"2019-07-21","","Without Adoption Event"
1247,"2023-11-21",16,"With Adoption Event"
1248,"2023-09-02",15,"With Adoption Event"
1249,"2020-01-02","","Without Adoption Event"
1250,"2021-11-25","","Without Adoption Event"
1251,"2021-10-23",8,"With Adoption Event"
1252,"2020-12-21","","Without Adoption Event"
1253,"2021-03-17","","Without Adoption Event"
1254,"2023-11-16","","Without Adoption Event"
1255,"2023-05-08","","Without Adoption Event"
1256,"2023-10-13","","Without Adoption Event"
1257,"2020-07-03","","Without Adoption Event"
1258,"2021-02-06","","Without Adoption Event"
1259,"2020-09-07",4,"With Adoption Event"
1260,"2023-08-17","","Without Adoption Event"
1261,"2023-09-12","","Without Adoption Event"
1262,"2021-05-18","","Without Adoption Event"
1263,"2019-12-02","","Without Adoption Event"
1264,"2023-12-13","","Without Adoption Event"
1265,"2023-07-15",15,"With Adoption Event"
1266,"2023-02-19",13,"With Adoption Event"
1267,"2023-05-27",14,"With Adoption Event"
1268,"2023-10-28","","Without Adoption Event"
1269,"2019-07-13","","Without Adoption Event"
1270,"2022-12-21",12,"With Adoption Event"
1271,"2022-11-25","","Without Adoption Event"
1272,"2022-03-07",10,"With Adoption Event"
1273,"2022-02-15","","Without Adoption Event"
1274,"2023-03-21",14,"With Adoption Event"
1275,"2021-01-05","","Without Adoption Event"
1276,"2023-12-31","","Without Adoption Event"
1277,"2022-03-06",10,"With Adoption Event"
1278,"2018-12-23","","Without Adoption Event"
1279,"2022-03-13","","Without Adoption Event"
1280,"2022-06-20","","Without Adoption Event"
1281,"2020-08-22","","Without Adoption Event"
1282,"2021-10-06",8,"With Adoption Event"
1283,"2023-07-19","","Without Adoption Event"
1284,"2023-11-10",16,"With Adoption Event"
1285,"2018-11-23","","Without Adoption Event"
1286,"2021-07-01","","Without Adoption Event"
1287,"2023-07-04","","Without Adoption Event"
1288,"2022-11-20","","Without Adoption Event"
1289,"2023-11-20","","Without Adoption Event"
1290,"2023-06-10","","Without Adoption Event"
1291,"2022-12-20","","Without Adoption Event"
1292,"2023-01-05","","Without Adoption Event"
1293,"2023-07-12",15,"With Adoption Event"
1294,"2023-06-13",15,"With Adoption Event"
1295,"2023-10-09",16,"With Adoption Event"
1296,"2023-08-07",15,"With Adoption Event"
1297,"2023-01-19",13,"With Adoption Event"
1298,"2023-04-01","","Without Adoption Event"
1299,"2020-08-23","","Without Adoption Event"
1300,"2023-09-12","","Without Adoption Event"
1301,"2022-07-21","","Without Adoption Event"
1302,"2023-01-29",13,"With Adoption Event"
1303,"2023-11-28","","Without Adoption Event"
1304,"2023-09-03","","Without Adoption Event"
1305,"2021-11-16",8,"With Adoption Event"
1306,"2022-04-20",10,"With Adoption Event"
1307,"2023-11-26","","Without Adoption Event"
1308,"2023-07-01","","Without Adoption Event"
1309,"2023-11-27","","Without Adoption Event"
1310,"2023-10-03",16,"With Adoption Event"
1311,"2021-10-10","","Without Adoption Event"
1312,"2023-01-22",13,"With Adoption Event"
1313,"2022-01-14","","Without Adoption Event"
1314,"2020-12-31","","Without Adoption Event"
1315,"2023-11-21","","Without Adoption Event"
1316,"2022-12-12","","Without Adoption Event"
1317,"2023-02-15","","Without Adoption Event"
1318,"2023-08-07",15,"With Adoption Event"
1319,"2023-10-07",16,"With Adoption Event"
1320,"2022-11-21",12,"With Adoption Event"
1321,"2023-08-20","","Without Adoption Event"
1322,"2021-02-20",5,"With Adoption Event"
1323,"2020-11-18",4,"With Adoption Event"
1324,"2022-10-09","","Without Adoption Event"
1325,"2023-06-24",15,"With Adoption Event"
1326,"2021-10-14",8,"With Adoption Event"
1327,"2021-06-19","","Without Adoption Event"
1328,"2023-10-01",16,"With Adoption Event"
1329,"2021-10-09","","Without Adoption Event"
1330,"2023-11-25","","Without Adoption Event"
1331,"2023-08-12","","Without Adoption Event"
1332,"2020-11-22",4,"With Adoption Event"
1333,"2021-09-25","","Without Adoption Event"
1334,"2020-08-13","","Without Adoption Event"
1335,"2021-07-28","","Without Adoption Event"
1336,"2023-10-01","","Without Adoption Event"
1337,"2022-04-11","","Without Adoption Event"
1338,"2023-03-20","","Without Adoption Event"
1339,"2022-04-02","","Without Adoption Event"
1340,"2021-10-27",8,"With Adoption Event"
1341,"2023-06-25","","Without Adoption Event"
1342,"2018-12-14","","Without Adoption Event"
1343,"2023-11-12","","Without Adoption Event"
1344,"2023-10-10",16,"With Adoption Event"
1345,"2019-12-11","","Without Adoption Event"
1346,"2022-03-12",10,"With Adoption Event"
1347,"2022-11-30","","Without Adoption Event"
1348,"2023-12-09",16,"With Adoption Event"
1349,"2022-05-12","","Without Adoption Event"
1350,"2019-08-21","","Without Adoption Event"
1351,"2020-10-09",4,"With Adoption Event"
1352,"2022-03-06",10,"With Adoption Event"
1353,"2023-06-20","","Without Adoption Event"
1354,"2023-10-24","","Without Adoption Event"
1355,"2020-05-28",2,"With Adoption Event"
1356,"2023-10-24",16,"With Adoption Event"
1357,"2023-02-02",13,"With Adoption Event"
1358,"2022-07-21",11,"With Adoption Event"
1359,"2023-10-24",16,"With Adoption Event"
1360,"2022-06-21","","Without Adoption Event"
1361,"2023-04-11",14,"With Adoption Event"
1362,"2023-02-21",13,"With Adoption Event"
1363,"2023-12-24","","Without Adoption Event"
1364,"2023-09-26","","Without Adoption Event"
1365,"2023-09-02",15,"With Adoption Event"
1366,"2022-03-30","","Without Adoption Event"
1367,"2023-01-16","","Without Adoption Event"
1368,"2021-12-12",8,"With Adoption Event"
1369,"2022-09-05","","Without Adoption Event"
1370,"2019-11-14","","Without Adoption Event"
1371,"2022-12-28","","Without Adoption Event"
1372,"2021-12-06","","Without Adoption Event"
1373,"2021-03-09",6,"With Adoption Event"
1374,"2021-07-20",7,"With Adoption Event"
1375,"2023-08-10",15,"With Adoption Event"
1376,"2023-10-25","","Without Adoption Event"
1377,"2022-04-29","","Without Adoption Event"
1378,"2023-07-10","","Without Adoption Event"
1379,"2023-11-06","","Without Adoption Event"
1380,"2022-03-09","","Without Adoption Event"
1381,"2023-05-15","","Without Adoption Event"
1382,"2023-06-06","","Without Adoption Event"
1383,"2023-11-05","","Without Adoption Event"
1384,"2022-11-03","","Without Adoption Event"
1385,"2023-12-02","","Without Adoption Event"
1386,"2021-04-08","","Without Adoption Event"
1387,"2019-09-04","","Without Adoption Event"
1388,"2021-06-07","","Without Adoption Event"
1389,"2023-06-16",15,"With Adoption Event"
1390,"2023-02-11","","Without Adoption Event"
1391,"2023-12-31","","Without Adoption Event"
1392,"2023-04-24",14,"With Adoption Event"
1393,"2023-03-02",13,"With Adoption Event"
1394,"2023-03-24","","Without Adoption Event"
1395,"2022-02-17","","Without Adoption Event"
1396,"2023-05-01","","Without Adoption Event"
1397,"2023-04-24","","Without Adoption Event"
1398,"2020-12-24","","Without Adoption Event"
1399,"2019-12-15","","Without Adoption Event"
1400,"2021-01-07",5,"With Adoption Event"
1401,"2022-12-07",12,"With Adoption Event"
1402,"2022-12-31","","Without Adoption Event"
1403,"2021-08-15",7,"With Adoption Event"
1404,"2018-11-01","","Without Adoption Event"
1405,"2022-07-18","","Without Adoption Event"
1406,"2022-02-23",9,"With Adoption Event"
1407,"2022-08-24",11,"With Adoption Event"
1408,"2022-08-31",11,"With Adoption Event"
1409,"2021-08-26",7,"With Adoption Event"
1410,"2023-11-13","","Without Adoption Event"
1411,"2023-12-25",16,"With Adoption Event"
1412,"2023-10-08","","Without Adoption Event"
1413,"2023-12-02","","Without Adoption Event"
1414,"2023-05-08",14,"With Adoption Event"
1415,"2023-12-23","","Without Adoption Event"
1416,"2023-12-15","","Without Adoption Event"
1417,"2022-06-02",10,"With Adoption Event"
1418,"2023-04-27","","Without Adoption Event"
1419,"2020-03-20",2,"With Adoption Event"
1420,"2023-11-20","","Without Adoption Event"
1421,"2022-08-08","","Without Adoption Event"
1422,"2019-11-18","","Without Adoption Event"
1423,"2023-12-01","","Without Adoption Event"
1424,"2022-03-16","","Without Adoption Event"
1425,"2021-09-25",8,"With Adoption Event"
1426,"2023-11-18",16,"With Adoption Event"
1427,"2022-11-13","","Without Adoption Event"
1428,"2023-06-06","","Without Adoption Event"
1429,"2023-11-09",16,"With Adoption Event"
1430,"2019-09-02","","Without Adoption Event"
1431,"2023-02-01","","Without Adoption Event"
1432,"2022-04-30","","Without Adoption Event"
1433,"2022-06-14","","Without Adoption Event"
1434,"2022-10-20",12,"With Adoption Event"
1435,"2020-11-14","","Without Adoption Event"
1436,"2022-02-23","","Without Adoption Event"
1437,"2022-10-09","","Without Adoption Event"
1438,"2022-11-06","","Without Adoption Event"
1439,"2020-12-30",4,"With Adoption Event"
1440,"2023-04-12","","Without Adoption Event"
1441,"2022-04-28",10,"With Adoption Event"
1442,"2023-10-08",16,"With Adoption Event"
1443,"2023-10-11",16,"With Adoption Event"
1444,"2020-04-29","","Without Adoption Event"
1445,"2023-06-07",15,"With Adoption Event"
1446,"2021-06-09",7,"With Adoption Event"
1447,"2022-03-29",10,"With Adoption Event"
1448,"2020-06-26","","Without Adoption Event"
1449,"2020-12-23","","Without Adoption Event"
1450,"2023-06-23","","Without Adoption Event"
1451,"2023-10-06","","Without Adoption Event"
1452,"2021-05-03","","Without Adoption Event"
1453,"2021-05-27","","Without Adoption Event"
1454,"2019-09-05","","Without Adoption Event"
1455,"2019-08-16","","Without Adoption Event"
1456,"2023-06-13","","Without Adoption Event"
1457,"2022-04-06",10,"With Adoption Event"
1458,"2023-06-07","","Without Adoption Event"
1459,"2022-10-03","","Without Adoption Event"
1460,"2023-06-22",15,"With Adoption Event"
1461,"2023-04-05","","Without Adoption Event"
1462,"2022-10-22","","Without Adoption Event"
1463,"2023-05-19",14,"With Adoption Event"
1464,"2020-08-07",3,"With Adoption Event"
1465,"2023-02-27","","Without Adoption Event"
1466,"2023-11-06","","Without Adoption Event"
1467,"2022-04-02","","Without Adoption Event"
1468,"2022-09-03","","Without Adoption Event"
1469,"2018-10-06","","Without Adoption Event"
1470,"2023-08-16",15,"With Adoption Event"
1471,"2022-05-29",10,"With Adoption Event"
1472,"2023-11-02",16,"With Adoption Event"
1473,"2023-04-12","","Without Adoption Event"
1474,"2023-08-14","","Without Adoption Event"
1475,"2020-05-13","","Without Adoption Event"
1476,"2023-11-02",16,"With Adoption Event"
1477,"2021-06-26","","Without Adoption Event"
1478,"2023-10-26",16,"With Adoption Event"
1479,"2020-12-28",4,"With Adoption Event"
1480,"2023-12-11","","Without Adoption Event"
1481,"2022-10-30","","Without Adoption Event"
1482,"2020-09-16","","Without Adoption Event"
1483,"2021-12-14","","Without Adoption Event"
1484,"2023-09-24","","Without Adoption Event"
1485,"2022-11-23",12,"With Adoption Event"
1486,"2023-06-18",15,"With Adoption Event"
1487,"2023-11-16","","Without Adoption Event"
1488,"2023-07-02",15,"With Adoption Event"
1489,"2023-03-15",14,"With Adoption Event"
1490,"2022-03-11",10,"With Adoption Event"
1491,"2022-10-13",12,"With Adoption Event"
1492,"2023-12-08",16,"With Adoption Event"
1493,"2022-07-17","","Without Adoption Event"
1494,"2020-11-08",4,"With Adoption Event"
1495,"2023-09-10","","Without Adoption Event"
1496,"2023-07-05","","Without Adoption Event"
1497,"2022-02-17",9,"With Adoption Event"
1498,"2019-08-23","","Without Adoption Event"
1499,"2023-08-21","","Without Adoption Event"
1500,"2023-05-27","","Without Adoption Event"
1501,"2019-10-21","","Without Adoption Event"
1502,"2020-06-05","","Without Adoption Event"
1503,"2021-08-29","","Without Adoption Event"
1504,"2021-09-09","","Without Adoption Event"
1505,"2023-12-08","","Without Adoption Event"
1506,"2022-10-18","","Without Adoption Event"
1507,"2023-06-23",15,"With Adoption Event"
1508,"2023-12-23",16,"With Adoption Event"
1509,"2022-09-02",11,"With Adoption Event"
1510,"2021-12-05",8,"With Adoption Event"
1511,"2023-05-05",14,"With Adoption Event"
1512,"2021-10-27","","Without Adoption Event"
1513,"2022-07-30",11,"With Adoption Event"
1514,"2021-03-27","","Without Adoption Event"
1515,"2020-06-12","","Without Adoption Event"
1516,"2022-01-16","","Without Adoption Event"
1517,"2020-12-23","","Without Adoption Event"
1518,"2023-10-09","","Without Adoption Event"
1519,"2021-12-09","","Without Adoption Event"
1520,"2020-03-10",2,"With Adoption Event"
1521,"2023-12-28",16,"With Adoption Event"
1522,"2023-11-22","","Without Adoption Event"
1523,"2023-06-20",15,"With Adoption Event"
1524,"2023-12-19","","Without Adoption Event"
1525,"2020-11-30","","Without Adoption Event"
1526,"2023-03-29","","Without Adoption Event"
1527,"2023-04-06",14,"With Adoption Event"
1528,"2019-03-11","","Without Adoption Event"
1529,"2021-11-02",8,"With Adoption Event"
1530,"2023-08-05",15,"With Adoption Event"
1531,"2023-03-16",14,"With Adoption Event"
1532,"2021-06-13","","Without Adoption Event"
1533,"2021-01-21","","Without Adoption Event"
1534,"2019-01-11","","Without Adoption Event"
1535,"2021-09-18",8,"With Adoption Event"
1536,"2023-03-18",14,"With Adoption Event"
1537,"2021-04-16","","Without Adoption Event"
1538,"2023-08-18","","Without Adoption Event"
1539,"2022-03-03","","Without Adoption Event"
1540,"2023-01-29","","Without Adoption Event"
1541,"2023-10-28","","Without Adoption Event"
1542,"2023-04-29","","Without Adoption Event"
1543,"2022-10-10",12,"With Adoption Event"
1544,"2023-12-02","","Without Adoption Event"
1545,"2023-04-13","","Without Adoption Event"
1546,"2020-07-08","","Without Adoption Event"
1547,"2023-01-14",13,"With Adoption Event"
1548,"2022-05-18",10,"With Adoption Event"
1549,"2020-05-10","","Without Adoption Event"
1550,"2023-12-12",16,"With Adoption Event"
1551,"2020-08-25","","Without Adoption Event"
1552,"2023-12-18",16,"With Adoption Event"
1553,"2023-03-21","","Without Adoption Event"
1554,"2023-09-20","","Without Adoption Event"
1555,"2023-10-29","","Without Adoption Event"
1556,"2023-01-28","","Without Adoption Event"
1557,"2023-08-13",15,"With Adoption Event"
1558,"2023-09-27",16,"With Adoption Event"
1559,"2021-09-03","","Without Adoption Event"
1560,"2023-09-12","","Without Adoption Event"
1561,"2021-07-01",7,"With Adoption Event"
1562,"2022-12-24","","Without Adoption Event"
